id,us_votes,non_us_votes,us_rating,non_us_rating,title,year,genre,duration,country,language,director,writer,production_company,actors,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics
tt4654818,"
8
","
23
",8.2,7.5,Cemetery Legend,2015,"Horror, Thriller",60,"Russia, Austria",Russian,Sergey A.,Sergey A.,Terra Studio,"Sergey A., Iogan Gotze, Dmitriy Khmelyov, Gleb Kochkin, Sergey Lesovoy, Evgeniy Mishukhin, Sanek, Robert Shtadlau, Katerina Shvekhat, Artyom Tromskiy, Alexandr Vorgarter",8,127,EUR 10,NA,NA,NA,NA,NA
tt4657092,"
5
","
138
",8.7,5.4,Qualquer Gato Vira-Lata 2,2015,"Comedy, Romance",107,Brazil,"Portuguese, Spanish","Marcelo Antunez, Roberto Santucci","Paulo Cursino, Bibi da Pieve",Globo Filmes,"Cleo, Malvino Salvador, Dudu Azevedo, Rita Guedes, Álamo Facó, Stella Miranda, Letícia Novaes, Mel Maia, Yasmin Mitri, Fabio Mondego, Fael Mondego, Edmundo Gomes Assunção, Roberto Santucci, Lis Luciddi, Camila Mayrink",5.6,288,NA,NA,$ 3204018,NA,NA,2
tt4657400,"
16
","
116
",4.6,5.2,Yi wan nian yi hou,2015,"Animation, Fantasy",96,China,Mandarin,Li Yi,"Chen Jingxing, Yi Li",Yili Animation Studio,"Joma, Chong Wang, Yalayam",4.9,193,NA,NA,$ 3000000,NA,2,1
tt4657764,"
28
","
135
",3.9,3.5,He yi sheng xiao mo,2015,Romance,107,China,Mandarin,"Bin Huang, Wenjun Yang","Man Gu, Jiawei Jia",Le Vision Pictures,"Xiaoming Huang, Mi Yang, Dawei Tong, Angelababy, Joan Chen, Yi-Lin Sie, Zitao Huang, Sui He, Su Ma, Tai Shen, Tianzuo Liu, Haman Hu, Eric Tsang, Anlian Yao, Yi-zhou Sun",3.8,267,NA,NA,$ 56640000,NA,NA,1
tt4658770,"
147
","
816
",8.5,8.3,Belaseshe,2015,"Drama, Family",141,India,Bengali,"Shiboprosad Mukherjee, Nandita Roy","Shiboprosad Mukherjee, Nandita Roy",Windows Production House,"Soumitra Chatterjee, Swatilekha Sengupta, Rituparna Sengupta, Aparajita Adhya, Monami Ghosh, Indrani Dutta, Sohini Sengupta Halder, Sohag Sen, Kharaj Mukherjee, Shankar Chakraborty, Anindya Chatterjee, Barun Chanda, Sujoy Prasad Chatterjee, Indrajit",8.5,2149,$ 500000,NA,NA,NA,10,1
tt4658786,"
34
","
127
",7.2,7,Kadambari,2015,"Drama, History",87,India,Bengali,Suman Ghosh,Suman Ghosh,Vignesh Films,"Konkona Sen Sharma, Parambrata Chattopadhyay, Koushik Sen, Titas Bhowmik, Sanjoy Nag, Adhiraj Ganguly",7.2,263,$ 100000,NA,NA,NA,4,NA
tt4659710,"
4
","
64
",6,6,The Limit Of,2018,"Action, Drama",89,Ireland,English,Alan Mulligan,"Alan Mulligan, Alan Mulligan",Ignition Film Productions,"Laurence O'Fuarain, Joanne Brennan, Des Carney, Sarah Carroll, Hilary Cotter, Gail Fitzpatrick, Emmet Kelly, Tom Lawlor, Kevin McCormack, Anthony Mulligan, Anthony Murphy, David Murray, Ally Ni Chiarain, Sonya O'Donoghue, Olivia Romao",6.3,251,NA,NA,$ 5909,NA,3,7
tt4660248,"
5
","
77
",7,5.3,Invisible,2015,"Drama, Thriller",84,Greece,Greek,Dimitris Athanitis,"Dimitris Athanitis, Giorgos Makris",DNA Films,"Yannis Stankoglou, Christos Benetsis, Menelaos Hazarakis, George Bakolas, Giorgos Bilikas, Thanassis Bourliaskos, Akis Daoutis, Stelios Dimopoulos, Nikol Drizi, Mihalis Kaliotsos, Kora Karvouni, Kostas Kourtaras, Giorgos Makris, Yorgos Makris, Andreas Marianos",5.3,122,NA,NA,NA,NA,NA,8
tt4660980,"
374
","
3,264
",6,5.7,The Bad Education Movie,2015,Comedy,90,UK,English,Elliot Hegarty,"Jack Whitehall, Freddy Syborn",Cave Bear Productions,"Jack Whitehall, Charlie Wernham, Nikki Runeckles, Weruche Opia, Kae Alexander, Ethan Lawrence, Layton Williams, Jack Binstead, Harry Enfield, Sarah Solemani, Mathew Horne, Joanna Scanlan, Hilary Gish, Richard Glover, Dominic Coleman",5.8,6333,NA,NA,$ 3121196,NA,23,12
tt4663708,"
14
","
98
",5.1,4.7,360 Degree,2015,"Crime, Mystery, Thriller",101,"Iran, USA",Persian,Sam Gharibian,Sam Gharibian,NA,"Amir Aghaee, Nasser Aghayi, Alireza Ara, Habib Esmaeeli, Masoud Forootan, Mitra Hajjar, Parinaz Izadyar, Ehsan Karami, Babak Karimi, Milad Keymaram, Iliya Keyvan, Hamed Modaress, Bahareh Rahnama, Reza Rooygari, Hossein Soleimani",4.8,150,$ 500000,NA,NA,NA,NA,NA
tt4663992,"
94
","
1,035
",6.5,7.1,Un mondo fragile,2015,Drama,97,"Colombia, France, Netherlands, Chile, Brazil",Spanish,César Augusto Acevedo,César Augusto Acevedo,Burning Blue,"Haimer Leal, Hilda Ruiz, Edison Raigosa, Marleyda Soto, José Felipe Cárdenas",7.1,1614,NA,NA,$ 164916,74,4,49
tt4664092,"
17
","
139
",5.5,5.4,Oru Second Class Yathra,2015,Drama,104,India,Malayalam,"Jexson Antony, Rejis Antony",NA,Ananya Films,"Vineeth Sreenivasan, Chemban Vinod Jose, Nikki Galrani, Joju George, Sreejith Ravi, Aparna Balamurali, Arun Ghosh, Indrans, Koottickal Jayachandran, Sasi Kalinga, Hareesh Kanaran, Pradeep Kottayam, Vanitha Krishnachandran, Mammukoya, Veena Nair",5.4,295,NA,NA,NA,NA,3,NA
tt4665586,"
50
","
158
",4.4,4.5,How to Fake a War,2019,Comedy,84,UK,English,Rudolph Herzog,"Tim Price, Tim Price",20 Steps Productions,"Katherine Parkinson, Hannah Jewell, Volker Michalowski, Jay Pharoah, Brian Idowu, Onise Oniani, Tengiz Javakhidze, Tariel Mamardashvili, Zurab Pavliashvili, Giorgi Makashvili, Davit Gigolashvili, Giorgi Kadagidze, Daryl McCormack, Ali Cook, Mark Mulvey",4.4,193,NA,NA,NA,NA,6,5
tt4668834,"
33
","
160
",5.6,5.1,Gamba: Ganba to nakamatachi,2015,"Animation, Action, Adventure",92,Japan,"Japanese, English, Korean","Tomohiro Kawamura, Yoshihiro Komori","Atsuo Saitô, Ryôta Kosawa",Arad Productions,"Justine Ezarik, Nash Grier, Crispin Freeman, Imari Williams, Jimmy Tatro, Jon Lovitz, Max Mittelman, Michelle Ruff, Ray Chase, Wendee Lee, Dave Mallow, Doug Erholtz, Keith Silverstein, Kirk Thornton, Kyle Hebert",5.2,252,$ 20000000,NA,$ 2889160,NA,2,2
tt4669252,"
235
","
785
",6.3,5.9,Georgetown,2019,"Biography, Crime, Drama",99,USA,English,Christoph Waltz,David Auburn,Cornerstone Films,"Christoph Waltz, Vanessa Redgrave, Annette Bening, Corey Hawkins, Laura de Carteret, Dan Lett, Amin Bhatia, Jayne Lewis, Lou Jurgens, David Reale, Kent Sheridan, Ron Lea, Michael Miranda, Massimo Cannistraro, Sergio Di Zio",5.8,484,NA,NA,$ 2132,46,6,8
tt4669264,"
3,279
","
9,315
",6.5,6.4,Beirut,2018,"Action, Drama, Thriller",109,USA,"English, Arabic, French",Brad Anderson,Tony Gilroy,Kasbah Films,"Jon Hamm, Jay Potter, Khalid Benchagra, Ania Josse, Angus John Crisford Pritchard-Gordon, Yoav Sadian, Leïla Bekhti, Kate Fleetwood, Mark Pellegrino, Abdesselam Bounouacha, Colin Stinton, Mustapha Touki, Youssef El Hibaqui, Aziz Attougui, Hichame Ouraqa",6.4,18108,NA,$ 5019226,$ 7509436,69,122,96
tt4669296,"
1,652
","
6,759
",6.6,6.5,Lords of Chaos,2018,"Biography, Drama, Horror",118,"UK, Sweden, Norway",English,Jonas Åkerlund,"Dennis Magnusson, Jonas Åkerlund",Proton Cinema,"Rory Culkin, Emory Cohen, Jack Kilmer, Sky Ferreira, Valter Skarsgård, Anthony De La Torre, Jonathan Barnwell, Sam Coleman, Wilson Gonzalez, Lucian Charles Collier, Andrew Lavelle, James Edwyn, Gustaf Hammarsten, Jon Øigarden, Arion Csihar",6.5,11658,NA,$ 253184,$ 365353,48,152,139
tt4669788,"
5,177
","
12,013
",7.2,7,Una giusta causa,2018,"Biography, Drama",120,"USA, China, Canada",English,Mimi Leder,Daniel Stiepleman,Alibaba Pictures,"Felicity Jones, Armie Hammer, Justin Theroux, Sam Waterston, Kathy Bates, Cailee Spaeny, Jack Reynor, Stephen Root, Chris Mulkey, Gary Werntz, Francis X. McCarthy, Ben Carlson, Ronald Guttman, Wendy Crewson, John Ralston",7,22249,$ 20000000,$ 24622687,$ 38673750,59,184,181
tt4669954,"
61
","
448
",7.2,7.3,Tôi thay hoa vàng trên co xanh,2015,Drama,103,Vietnam,Vietnamese,Victor Vu,"Nguyen Nhat Anh, Doan Nhat Nam",Galaxy Studio,"Thinh Vinh, Khang Trong, Lam Thanh My, My Anh, Cong Huan, Duc Sang, Jayvee Mai The Hiep, Mai Tran, Binh Le, Le Vinh, Truong Tu Lien, Thai Hoang Anh Dung, Le Thi Y. Duyen, Khanh Hien, Hoang Thuy",7.7,1082,$ 1100000,NA,$ 3293667,NA,8,3
tt4672350,"
9
","
141
",3.9,5.6,India Pakistan,2015,"Comedy, Romance",157,India,Tamil,N. Anand,NA,Vijay Antony Corporation,"Vijay Antony, Sushma Raj, Pasupathy, Jagan, Urvashi, M.S. Bhaskar, Manobala, Sharath Lohitashwa, T.P. Gajendran, Kaali Venkat, Thamizh, Shiny, Munnar Ramesh, Sankara Narayanan, Yogi Babu",5.6,260,NA,NA,NA,NA,1,1
tt4674500,"
17
","
78
",5.4,5.5,Da xi lin men,2015,"Comedy, Romance",101,"China, Taiwan","Mandarin, Min Nan",Chao-Liang Huang,"Teresa Lee, Chao-Liang Huang",Full Entertainment,"Chu-Ko Liang, Hsi-Shun Kou, Ruby Lin, Mei-Hsiu Lin, Dong-xue Li, Chu Su, Mei-Chao Lin, Akio Chen, Lotus Wang, Hsi Tien Huang, Titan Huang, Kung-Wei Lu, Yi Xia, Bryan Chen, Haman Hu",5.3,128,NA,NA,NA,NA,NA,NA
tt4675312,"
6
","
184
",4.5,6,Tehlikeyle Flört,2015,Comedy,95,Turkey,Turkish,Murat Senoy,"Flört, Murat Özsoy",Limon Film,"Ezel Akay, Ata Akdag, Basak Dasman, Mine Dogan, Fuat Güner, Mete Horozoglu, Çagatay Kehribar, Ozan Kotra, Emre Sen, Sema Simsek, Ayta Sözeri, Cihat Tamer, Tugrul Tulek, Hakan Çaglar, Murat Özsoy",6,328,NA,NA,NA,NA,NA,2
tt4675974,"
14
","
77
",5.9,5.2,Family Album,2015,Drama,114,India,Bengali,Mainak Bhaumik,Mainak Bhaumik,Friend's Communication,"Swastika Mukherjee, Paoli Dam, Riya Sen, Ranodeep Bose, Anuradha Roy, Santu Mukherjee, Koushik Sen, Bodhisattva Mazumdar, Disha Hemant Ved, Deboprasad Halder, Soumyajit Majumdar, Ajopa Mukherjee, Reshmi Bose, Siddhartha Chatterjee, Lily Chakravarty",5.3,145,$ 200000,NA,NA,NA,NA,NA
tt4676508,"
21
","
140
",7.8,5.6,Princess of Rome,2015,"Animation, Adventure, Drama",75,"Iran, Lebanon","Persian, Arabic",Hadi Mohammadian,"Zahraa Braytea, Hamed Jafari",Honarpooya Group,"Nasser Tahmasb, Hosni Badr Aldin, Sawsan Awwad, Bilal Bishtawi, Asmahan Bitar, Omar Chammaa, Khaled El Sayed, Hassan Hamdan, Saad Hamdan, Samir Kammoun, Rawda Kassem, Nisreen Masoud, Omar Mikati, Noureddeen Mirzadah, Rania Mroueh",6.3,402,IRR 2000000000,NA,$ 54580,NA,NA,9
tt4677134,"
49
","
227
",6.2,5.9,Homeless Ashes,2019,Drama,117,UK,English,Marc Zammit,George Willcox,Aptitude Films,"Jason Flemyng, Andrew Lee Potts, Lew Temple, Jessica-Jane Stafford, Angela Dixon, Kirsty J. Curtis, Madalina Bellariu Ion, Maria Howell, Hector Bateman-Harden, Yinka Awoni, Jamey May, Guillaume Rivaud, Simone Labarga, Marc Zammit, Fabrizio Santino",5.8,356,NA,NA,NA,NA,162,11
tt4677348,"
78
","
222
",5.4,5.1,Los Inocentes,2015,Horror,98,Argentina,Spanish,Mauricio Brunetti,"Mauricio Brunetti, Natacha Caravia",Aleph Media,"María Eugenia Arboleda, Lito Cruz, Stella Delphino, Ludovico Di Santo, Tomás Diaz, Sabrina Garciarena, María Nela Sinisterra, Beatriz Spelzini",5.2,440,NA,NA,$ 11546,NA,9,3
tt4678200,"
12
","
84
",8,7.1,Judge Singh LLB,2015,Drama,137,India,Punjabi,Atharv Baluja,"Atharv Baluja, Chandan Prabhakar",Artha Film Studios,"Anita Devgan, Kuku Diwan, Hardeep Gill, Ravinder Grewal, Parjesh Kapil, Surbhi Mahendru, Harpal Singh Pali, Chandan Prabhakar, B.N. Sharma, Vandana Singh, Sardar Sohi",7.4,195,INR 20000000,NA,$ 14428,NA,6,NA
tt4678788,"
25
","
135
",3.2,3.1,Lailaa O Lailaa,2015,"Action, Thriller",168,India,Malayalam,Joshiy,Suresh Nair,Finecut Entertainments,"Mohanlal, Amala Paul, Sathyaraj, Kainaat Arora, Rahul Dev, Kalakalyani, 'Ganja' Karuppu, Kasan Khan, Joy Mathew, Vijay Menon, Anjali Nair, Ramya Nambeeshan, Sreerag Nambiar, Abijith Paul, Kiran Raj",3.2,347,NA,NA,NA,NA,3,2
tt4679092,"
15
","
335
",2.1,1.7,Bruder vor Luder,2015,"Comedy, Romance",88,Germany,German,"Tomas Erhart, Heiko Lochmann",Alexander Dydyna,Constantin Film,"Heiko Lochmann, Roman Lochmann, Milena Tscharntke, Tara Fischer, Dagi Bee, Alena Wolf, Oliver Pocher, Axel Stein, Ludger Pistor, Petra Nadolny, Simon Desue, Panagiota Dimareli, Josefine Koenig, David Lutz Miller, Torge Oelrich",1.7,769,NA,NA,$ 3378311,NA,3,12
tt4679144,"
17
","
143
",7.4,7,Blanka,2015,Drama,75,"Italy, Philippines, Japan",Tagalog,Kohki Hasei,NA,Biennale College - Cinema,"Don Gordon Bell, Jomar Bisuyo, Raymond Camacho, Cydel Gabutero, Peter Millari, Ruby Ruiz",7,232,$ 250000,NA,$ 2042,NA,3,9
tt4679186,"
11
","
129
",6.1,5.8,Nee-Na,2015,Drama,147,India,Malayalam,Lal Jose,NA,LJ Films,"Deepti Sati, Vijay Babu, Ann Augustine, Jennifer Antony, Sunil Sukhada",5.8,276,NA,NA,NA,NA,5,1
tt4679210,"
1,129
","
5,330
",8.1,8.1,Premam,2015,"Comedy, Drama, Romance",156,India,Malayalam,Alphonse Puthren,Alphonse Puthren,Anwar Rasheed Entertainment,"Nivin Pauly, Sai Pallavi, Madonna Sebastian, S.V. Krishna Shankar, Shabareesh Varma, Anupama Parameshwaran, Vinay Forrt, Soubin Shahir, Siju Wilson, Ananth Nag, Sharafudheen, Dinesh Nair, Jude Anthany Joseph, Franko Davis, Justin John",8.3,16224,NA,$ 178000,INR 600000000,NA,74,53
tt4679238,"
12
","
98
",5.4,6.4,Thank You for Bombing,2015,"Drama, War",99,Austria,NA,Barbara Eder,"Barbara Eder, Thomas Pridnig",Lotus Film,"Erwin Steinhauer, Manon Kahle, Raphael von Bargen, Christopher Ammann, Alan Burgon, Ihor Ciszkewycz, Fritz Dittlbacher, Jamal Hashemi, Mohammad Jamil Jalla, Jim Libby, Conor Paul McGuire, Dave Moskin, Merab Ninidze, Martin Oberhauser, Kudra Owens",6.4,143,NA,NA,$ 16370,NA,2,11
tt4679438,"
11
","
358
",7,6.7,B,2015,"Crime, Drama",80,Spain,Spanish,David Ilundain,"Jordi Casanovas, David Ilundain",Bolo Audiovisual,"Pedro Casablanc, Manolo Solo, Pedro Civera, Eduardo Recabarren, Patxi Freytez, Celia Castro, Enric Benavent, Ramón Ibarra, Carlos Olalla, Sara Illán, Joaquín Climent, Ion Iraizoz, José Cervera, Jorge Pobes, Sandra Melantouche",6.7,488,EUR 370000,NA,$ 62463,NA,1,6
tt4680278,"
12
","
43
",7.7,5.5,Para sa hopeless romantic,2015,"Comedy, Drama, Romance",105,Philippines,"Filipino, Tagalog",Andoy Ranay,"Mel Mendoza-Del Rosario, Mary Rose Colindres",Viva Films,"James Reid, Nadine Lustre, Julia Barretto, Inigo Dominic Pascual, Shy Carlos, AJ Muhlach, Cherie Gil, Jackie Lou Blanco, Teresa Loyzaga, Lander Vera-Perez, Marlon Rivera, Marcelo Santos III, Paul Jake Castillo, Jourdanne Castillo, King Certeza",5.7,134,NA,NA,$ 1141502,NA,NA,1
tt4680368,"
43
","
49
",3.2,3.7,Dark Iris,2018,"Sci-Fi, Thriller",105,USA,English,Derek Talib,"Derek Talib, Derek Talib",I71Movies,"KateLynn E. Newberry, Marylee Osborne, Rebekah Hart Franklin, Jesi Jensen, Kyle Hotz, Jose W. Byers, Thomas Basso, Derek Talib, Gina Ferraro, Brian Bowman, Alex Clark, Amy Kay Clark, Brian Ellis, Michael Evanichko, Pakob Jarernpone",4,184,NA,NA,NA,NA,9,3
tt4680564,"
18
","
155
",5.7,6.2,Rani Padmini,2015,Adventure,142,India,Malayalam,Aashiq Abu,NA,NA,"Manju Warrier, Rima Kallingal, Jinu Joseph, Sajitha Madathil, Sreenath Bhasi, Sandeep Bose, Shohaibkhan Hanifrawther, Harish Khanna, Kunchan, Sandeep Narayan, Dileesh Pothan, Soubin Shahir",6.1,337,NA,NA,NA,NA,7,2
tt4681414,"
57
","
306
",6.1,6.7,Ore Monogatari!!,2015,"Comedy, Romance",105,Japan,Japanese,Hayato Kawai,"Kazune Kawahara, Aruko",Chukyo TV Broadcasting Company (CTV),"Ryôhei Suzuki, Kentarô Sakaguchi, Mei Nagano, Sawa Suzuki, Yasufumi Terawaki, Kentaro Ito, Ryô Shinoda, Haori Takahashi",6.8,591,NA,NA,$ 6960219,NA,8,1
tt4682136,"
688
","
1,399
",5.7,5.8,Il gabbiano,2018,"Comedy, Drama, Romance",98,USA,English,Michael Mayer,"Anton Chekhov, Stephen Karam",KGB Media,"Annette Bening, Corey Stoll, Glenn Fleshler, Billy Howle, Brian Dennehy, Elisabeth Moss, Mare Winningham, Jon Tenney, Michael Zegen, Saoirse Ronan, Ben Thompson, Angela Pietropinto, Barbara Tirrell, Elsie Brechbiel, Pippa Pearthree",5.7,2974,NA,$ 1252960,$ 1820461,58,47,67
tt4682266,"
9,144
","
23,423
",5.4,5.3,New Mutants,2020,"Action, Horror, Sci-Fi",94,"USA, Canada",English,Josh Boone,"Josh Boone, Knate Lee",20th Century Studios,"Maisie Williams, Anya Taylor-Joy, Charlie Heaton, Alice Braga, Blu Hunt, Henry Zaga, Adam Beach, Thomas Kee, Colbi Gannett, Happy Anderson, Dustin Ceithamer, Jacinto Vega SpiritWolf, Chuck, Marilyn Manson",5.6,4621,$ 67000000,$ 7487310,$ 10387310,41,173,54
tt4682562,"
298
","
962
",6,6,Opiseu,2015,"Horror, Mystery, Thriller",111,South Korea,Korean,Won-Chan Hong,Yun-Jin Choi,Film Blossom,"Ko Asung, Sung-Woo Bae, Eui-sung Kim, Chae-eun Lee, Sung-woong Park, Hyeon-kyeong Ryu, Soo-Hyun Son",6,1852,NA,NA,NA,NA,15,32
tt4682780,"
979
","
1,528
",5.2,5.1,Josie,2018,"Drama, Thriller",100,USA,English,Eric England,Anthony Ragnone II,Coalition Group,"Sophie Turner, Daeg Faerch, Dylan McDermott, Kurt Fuller, Jack Kilmer, Robin Bartlett, Lombardo Boyar, George Todd McLachlan, Micah Fitzgerald, Mickey Faerch, Jennifer Prediger, Sedona Feretto, Jessa Zarubica, Aleh Neliubin, Terry Fradet",5.1,2117,NA,NA,NA,31,30,19
tt4682804,"
1,379
","
2,820
",4.9,4.9,Lucy in the Sky,2019,"Drama, Sci-Fi",124,USA,"English, French, German, Latin",Noah Hawley,"Brian C. Brown, Elliott DiGuiseppi",26 Keys Productions,"Natalie Portman, Jon Hamm, Zazie Beetz, Dan Stevens, Pearl Amanda Dickson, Ellen Burstyn, Colman Domingo, Jeremiah Birkett, Jeffrey Donovan, Tig Notaro, Stella Edwards, Arlo Mertz, Tobias Schönleitner, Diana DeLaCruz, Cali DiCapo",4.8,4742,NA,$ 319976,$ 325950,36,93,74
tt4684028,"
42
","
417
",4.7,5.2,Guddu Rangeela,2015,"Comedy, Drama",124,India,Hindi,Subhash Kapoor,Subhash Kapoor,Mangal Murti Films,"Arshad Warsi, Amit Sadh, Ronit Roy, Aditi Rao Hydari, Shriswara, Dibyendu Bhattacharya, Amit Sial, Brijendra Kala, Rajiv Gupta, Devender Chaudhry, Sandeep Goyat, Vishal Om Prakash, Virendra Saxena",5.3,836,NA,NA,NA,NA,9,13
tt4684258,"
43
","
297
",6.8,6.9,36 Vayadhinile,2015,"Drama, Family",115,India,Tamil,Roshan Andrews,"Roshan Andrews, Bobby Sanjay",2D Entertainment,"Jyotika, Rahman, Abhirami, Amritha Anil, Nassar, Delhi Ganesh, Khalid Hussain, Ilavarasu, Prem Kumar, Siddharth Basu, M.S. Bhaskar, Devadarshini Chetan, V. Jayaprakash, Mohan Ram, Muthukumar",7,693,NA,NA,NA,NA,7,2
tt4684710,"
17
","
570
",6.8,6.7,Le mirage,2015,"Comedy, Drama",101,Canada,French,Ricardo Trogi,Louis Morissette,Christal Films,"Louis Morissette, Julie Perreault, Christine Beaulieu, Patrice Robitaille, Alexandra Cyr, Émile Boucher, Jasmine Lemée, Lorna Gordon, Richard Thériault, Richard Robitaille, Jeff Boudreault, Sébastien Gauthier, Bella French, Marie-Ève Soulard-La Ferrière, Maryève Alary",6.7,759,CAD 5400000,NA,$ 41258,NA,NA,5
tt4685626,"
50
","
60
",4.7,3.9,6:15,2015,"Action, Horror, Thriller",83,"Canada, USA",English,Ben Samuels,"Ben Samuels, Ben Samuels",615 The Movie,"Rosebud Baker, Matt Riker, Ben Samuels, Montana Marks, Amy Rutledge, Jonas Parker, Carol Anne Raffa, Bradford How, Peter Delaurier, Dan McGlaughlin, Ryan Haagen, Matt Hedrick, Kaderra Robinson, Rocco Carriero, Ryan Allen",4,119,NA,NA,NA,NA,5,4
tt4685750,"
178
","
1,356
",6.2,6.2,Much Loved,2015,Drama,104,"France, Morocco","Arabic, French",Nabil Ayouch,Nabil Ayouch,Les Films du Nouveau Monde,"Loubna Abidar, Asmaa Lazrak, Halima Karaouane, Sara Elhamdi Elalaoui, Abdellah Didane, Danny Boushebel, Carlo Brandt, Ennaamane El Haulaili, Amine Ennaji, Yousuf Al Idrissi, Muhammad Amine Jadil, Aytl Jensen, Camélia Montassere, Mohamed Rezqi, Zainab",6.2,2206,NA,NA,$ 1293716,NA,9,40
tt4685806,"
1,763
","
5,066
",4.2,4.1,La truffa è servita,2018,Comedy,90,"USA, UK","English, Spanish, Japanese, Russian, Chinese",James Oakley,"Alex Michaelides, James Oakley",Autumn Productions,"Dot Cosgrove, Uma Thurman, Tim Roth, Susan Traylor, Stephen Fry, Edward Zo, Maggie Q, Richard Alan Reid, Philip Pavel, Alice Eve, Michael Sirow, Crispin Glover, Parker Posey, Quinn Meyers, Teresa Yenque",4.1,4597,$ 13000000,NA,$ 221359,NA,93,18
tt4685940,"
237
","
370
",4.7,4,Discarnate,2018,"Horror, Thriller",84,USA,English,Mario Sorrenti,"Mario Miscione, Marcella Ochoa",Fire Trial Films,"Thomas Kretschmann, Nadine Velazquez, Bex Taylor-Klaus, Josh Stewart, Chris Coy, Matt Munroe, Olivier De Sagazan, Jake Vaughn, Isiah Adams, Cassandra Clark, Mick Morgana Ignis, Nelli Jimenez, Aeslin Audri, Dylan Baker",4.3,757,NA,NA,$ 13723,NA,31,6
tt4685968,"
24
","
107
",3.5,3.3,Lion,2015,"Action, Drama",143,India,Telugu,"Satya Deva, Satya Deva",Satya Deva,Sri Lakshmi Venkateswara Cinema,"Ali, Darbha Appaji Ambarisha, Radhika Apte, Archana, Giri Babu, Siva Balaji, Nandamuri Balakrishna, Chalapathi Rao, Chandramohan, Geetha, Indraja, Jayasudha, Srinivasa Rao Kota, Trisha Krishnan, Melkote",3.3,309,NA,NA,NA,NA,2,1
tt4686500,"
12
","
136
",5.3,5.3,Ayal Njanalla,2015,"Comedy, Romance",146,India,Malayalam,Vineeth Kumar,Renjith,NA,"Fahadh Faasil, Mrudula Murali, T.G. Ravi, Divya Pillai, S.P. Sreekumar, Tini Tom, Jins Baskar, Babu Annur, Aileena Catherin Amon, Benpal, Kalpana, Noby Marcose, Dinesh Nair, J.K. Nair, Renji Panicker",5.3,270,NA,NA,NA,NA,2,2
